titulo,data,autoria,tags,principal,texto,label
Exército Brasileiro determina voto impresso nas eleições de 2022 #boato,,Edgard Matsuki,,Boato – O Exército Brasileiro determinou que as eleições de 2022 vão ter voto impresso. Foi dito que se o Congresso não aprovar o voto impresso não haverá eleições.,"Faltando mais de um ano para as eleições de 2022, um tema tem dominado o “debate eleitoral”: a implementação do voto impresso no próximo pleito. Enquanto o Congresso dá mostras de que não deve aprovar a proposta, simpatizantes do governo já começam a condicionar (mesmo sem nenhuma prova) a lisura das eleições com o que chamam de voto auditável. Em meio a isso, uma mensagem está circulando online.",1
"FHC foi o primeiro a receber Bolsa Ditadura, benefício que ele mesmo criou #boato",23/07/2021,Edgard Matsuki,Clássico;FHC;Superclássico,"Boato – O ex-presidente Fernando Henrique Cardoso (FHC) foi o primeiro a receber a Bolsa Ditadura, benefício que ele criou, tem 20 mil anistiados e custa R$ 365 milhões por mês.","Se tem um assunto que rende fake news entre defensores da volta da Ditadura Militar é a indenização para anistiados que sofreram no período. Chamado pejorativamente de Bolsa Ditadura, ele rende críticas e desinformação que servem como combustível entre os mais radicais. É o caso do texto de hoje.",1
Motoqueiros do Brasil lançam nota de repúdio a Omar Aziz e em defesa a Bolsonaro #boato,19/07/2021,Edgard Matsuki,Omar Aziz,Boato – Todos os motoqueiros do Brasil (ou alguma associação representativa) lançou uma nota de repúdio contra o senado Omar Aziz e a favor do presidente Jair Bolsonaro. ,"A CPI da Pandemia (ou CPI da Covid) entrou em uma fase “de intervalo” (com a análise de documentos e sem depoimentos ou audiências públicas), mas o debate e as fake news sobre o assunto continuam a todo vapor.",1
Caminhoneiros vão fazer greve por voto impresso em 7 de setembro e parar o Brasil #boato,06/08/2021,Edgard Matsuki,7 de setembro;Greve caminhoneiros,"Boato – Os caminhoneiros vão parar o Brasil mais uma vez em uma greve geral por causa do voto impresso, a favor de Bolsonaro e contra o STF no dia 7 de setembro. Estoquem alimentos.",Após a ,1
"Probank, empresa que faz manutenção de urnas eletrônicas, é de José Dirceu #boato",08/08/2021,Edgard Matsuki,José Dirceu;Urnas eletrônicas,"Boato – A Probank, empresa que fazia manutenção de urnas eletrônicas, é de propriedade de José Dirceu, do PT. Agora está provada a fraude.",Como ,1
Bolsonaro vai a orfanato e pergunta como foi o Dia dos Pais #boato,10/08/2021,Kyene Becker,Jair Bolsonaro,Boato – Presidente Jair Bolsonaro visita crianças em orfanato e pergunta a elas como teria sido o Dia dos Pais.,"No dia 8 de agosto de 2021, milhares de famílias brasileiras comemoram o Dia dos Pais em terras tupiniquins. Ao mesmo tempo, muita gente lamentou a ausência de seus progenitores que já se foram.",1
Pai da urna eletrônica é assessor de Barroso e ocupa cargo porque é investigado pela PF #boato,11/08/2021,Kyene Becker,Luís Roberto Barroso;Urnas eletrônicas,"Boato – Giuseppe Janino, pai da urna eletrônica, se tornou assessor de Barroso após Polícia Federal iniciar investigação. Ou seja: ele foi encoberto pelo ministro. ","O combo eleições, urnas eletrônicas e Tribunal Superior Eleitoral (TSE) é um assunto que ainda está dando o que falar nas redes sociais. Depois do tema dominar as paradas de fake news na última semana, as informações falsas sobre o assunto prometem causar ainda mais estrago.",1
Projeto prevê casamento entre pais e filhos e será votado em 21 de agosto #boato,11/08/2021,Edgard Matsuki,Clássico,"Boato – Um projeto de lei dos deputados Orlando Silva, Manuela D’Ávila e Túlio Gadelha que prevê incesto e casamento entre pais e filhos será votado no dia 21 de agosto de 2021 na Câmara.","Não é de hoje que alertamos aqui no Boatos.org sobre inúmeras fake news que por algum motivo voltam a circular mesmo depois de desmentidas. No caso da história de hoje, vamos falar de uma informação falsa que voltou à tona graça a um “fator sazonal”. Trata-se de um alerta sobre um suposto projeto de lei que “legalizaria” o casamento entre pais e filhos e entre irmãos.",1
Bolsonaro derrubou a República e provou fraude nas urnas eletrônicas #boato,12/08/2021,Kyene Becker,,Boato – Bolsonaro descobre mecanismo que controla as eleições no Brasil por meio das urnas eletrônicas e derruba a República após descoberta.,"Nas últimas semanas, a história que aponta que as urnas eletrônicas teriam sido fraudadas em diversas eleições voltou à tona e tem causado bastante confusão nas redes sociais. ",1
Mourão é demitido após prova de traição contra Bolsonaro ser revelada #boato,22/07/2021,Edgard Matsuki,Hamilton Mourão,Boato – Hamilton Mourão foi demitido do cargo de vice-presidente após Bolsonaro descobrir intenção dele integrar chapa com Sérgio Moro para eleições de 2022. ,"Um dos tipos de boatos que mais têm circulado na internet em termos de política são os de canais do YouTube bolsonaristas que espalham informações com títulos sensacionalistas e um conteúdo que nada têm a ver com isso. É o caso da história de hoje, que aponta para a “demissão” do vice-presidente.",1
"Estado de sítio é decretado pelo presidente Bolsonaro, mostra vídeo #boato",08/09/2021,Edgard Matsuki,,Boato – Vídeo mostra o exato momento em que o presidente Jair Bolsonaro decretou estado de sítio e simpatizantes acampados souberam da notícia. ,"Está posto: as manifestações (ao contrário do que apontavam mensagens) não resultaram em “intervenção militar”, “greve de caminhoneiros”, “fim do STF” ou, ao menos, tiveram uma adesão do “povo brasileiro”. Mesmo assim, as ameaças à democracia ocasionada por Bolsonaro e seus fãs continuam aí.",1
"Modesto Carvalhosa grava áudio sobre Bolsonaro, manifestações e diz “o que vai acontecer” #boato",09/09/2021,Edgard Matsuki,,"Boato – O jurista Modesto Carvalhosa gravou um áudio e publicou no WhatsApp em que diz que Bolsonaro age dentro das quatro linhas da Constituição ao convocar Conselho Nacional da República, destituir ministros do STF e fechar Congresso. Ele também afirmou que manifestações a favor do presidente tiveram 30 milhões de pessoas. ","As manifestações a favor do presidente Jair Bolsonaro foram muito aquém do que notícias falsas desenhavam. O público foi bem menor do que o esperado, não teve “intervenção militar” e o que bolsonaristas chamam de “greve dos caminhoneiros” não passa de um pequeno movimento (barulhento) que não tem adesão da maioria da classe. Mesmo assim, barulho está sendo feito.",1
Alexandre de Moraes chama Bolsonaro de “marginal expulso do Exército por insanidade mental” #boato,10/09/2021,Edgard Matsuki,Alexandre de Moraes;Jair Bolsonaro,"Boato – Depois do pronunciamento de Bolsonaro em 7 de setembro, o ministro do STF Alexandre de Moraes disse que não tem medo de “um marginal que foi expulso do Exército por insanidade mental”. ","Nesta semana, os ânimos no meio político se acirraram ao extremo. Depois de ",1
"Manifestação de 7 de setembro terá intervenção militar, fim do STF e todos caminhoneiros parados por 72 horas #boato",14/08/2021,Edgard Matsuki,7 de setembro;Greve caminhoneiros,"Boato – Já está tudo organizado. No dia 7 de setembro, milhões de pessoas vão a Brasília, todos os caminhoneiros do Brasil vão parar e um documento “constitucional” vai decretar intervenção militar e o fim do STF e Congresso.","Depois da prisão de Roberto Jefferson, outros espalhadores de informações extremistas e falsas parecem ter ficado “xatiados”. Tanto que um textão começou a circular como se fosse aquele famoso “acabou p…” soltado pelo presidente Jair Bolsonaro. A data? 7 de setembro de 2021.",1
Renan Calheiros grava áudio em que diz que Mourão e STF armam golpe contra Bolsonaro #boato,10/09/2021,Edgard Matsuki,Renan Calheiros,Boato – O senador Renan Calheiros gravou um áudio em que diz que o general Hamilton Mourão e o STF armam um golpe contra o presidente Jair Bolsonaro. ,"As manifestações de 7 de setembro já se encerraram e o próprio presidente Jair Bolsonaro teve que recuar em relação ao discurso belicoso que estava sendo adotado nos últimos dias. Mesmo assim, conteúdos de “antes de 7 de setembro” continuam circulando na internet como se fossem atuais. Um deles é atribuído ao senador Renan Calheiros.",1
Cartaz “quem apoia pisca o c…” foi utilizado em manifestação contra Bolsonaro #boato,11/09/2021,Edgard Matsuki,,"Boato – Vídeo mostra que cartaz com os dizeres “quem apoia pisca o c…” foi utilizado em manifestação contra Bolsonaro e pautas de atos de 12 setembro incluem abortar, usar drogas, não ter gênero e vacinas.","Depois das manifestações a favor Bolsonaro no meio de semana, o dia 12 de setembro vai ser marcado por um protesto contra o presidente da República. Sob a organização de movimentos de centro e de direita, a manifestação tem um pauta: pedir a saída do presidente Jair Bolsonaro.",1
Assine petição para impeachment de Alexandre de Moraes compartilhando link no WhatsApp #boato,09/09/2021,Edgard Matsuki,Alexandre de Moraes,Boato – Uma petição para o impeachment do ministro do STF Alexandre de Moraes influencia no processo. Para que ele tenha seguimento é preciso que você compartilhe o link do site peticaopublica.me no WhatsApp. ,As manifestações a favor do presidente Jair Bolsonaro e discurso inflamado dele contra o ministro Alexandre de Moraes têm feito com que um tipo de golpe manjado voltasse a circular com uma “nova roupagem”: o da falsa petição que pede compartilhamento no WhatsApp.,1
"General Pocollino grava áudio sobre o que, dentro da lei, deve acontecer com Bolsonaro e STF #boato",09/09/2021,Kyene Becker,,"Boato – Em áudio, general Pocollino explica que Bolsonaro deve implementar estado de sítio e destituir STF seguindo a lei e as “quatro linhas da Constituição”. ","As manifestações em apoio ao presidente Jair Bolsonaro, que ocorreram no dia 7 de setembro de 2021, incendiaram ainda mais a situação política no país. Com pedidos antidemocráticos e exigências que ultrapassam o absurdo, os protestos alimentaram as fake news.",1
TSE entregou código-fonte das urnas eletrônicas para a Smartmatic #boato,09/08/2021,Edgard Matsuki,Clássico;TSE;Urnas eletrônicas,Boato – O TSE entregou o código-fonte das urnas eletrônicas para a empresa venezuelana Smartmatic em 2017. Agora está provada a fraude nas eleições de 2018.,"Como dito recentemente, uma mentira contada mil vezes não vira verdade. Porém, uma mentira contada algumas vezes precisa, sim, ser desmentida algumas vezes. É o caso de mais uma denúncia de “escândalo” que está circulando nas redes sociais em 2021 e aponta para a “prova” da fraude nas urnas eletrônicas.",1
"Alexandre Garcia escreve texto “Caia logo Bolsonaro”, de apoio ao presidente #boato",12/09/2021,Edgard Matsuki,Alexandre Garcia;Clássico,"Boato – O jornalista Alexandre Garcia escreveu um texto com o título “Caia logo Bolsonaro” em que, em tom de ironia, diz o que aconteceria se o presidente sofresse o impeachment.","Antes do presidente Jair Bolsonaro divulgar uma carta à nação em que mostrava um recuo do discurso belicoso no dia 7 de setembro, a mobilização para um impeachment dele ganhava força no meio político. Neste cenário, um texto atribuído ao jornalista Alexandre Garcia voltou a circular na internet.",1
Gleisi Hoffmann “cai no chão” durante manifestação na porta de sua casa em 7 de setembro #boato,15/09/2021,Edgard Matsuki,Gleisi Hoffmann,"Boato – Vídeo mostra o momento em que a deputada federal Gleisi Hoffmann surta, escorrega e “cai no chão” enquanto manifestação passa na porta de sua casa.","As manifestações de 7 de setembro já passaram e até os problemas causados por ela parecem, pelo menos por enquanto, superados. O que não parece estar superado são as fake news sobre os atos. A mais nova envolve o nome da deputada federal Gleisi Hoffmann.",1
"Cotrim Bolsonaro entrega PEC de Reforma do Congresso com 2,5 milhões de assinaturas #boato",17/09/2021,Edgard Matsuki,Clássico;Superclássico,"Boato – Uma PEC de Reforma do Congresso com 2,5 milhões de assinaturas acabou de ser entregar por Cotrim Bolsonaro e vai mudar o Brasil.","Sempre que assuntos “mais quentes” são deixados de lado no debate público, fake news “manjadas” voltam a circular na internet (e também voltam a serem desmentidas aqui). Entre ",1
