titulo,vinheta,tempo,data_explicita,autoria,lead,principal,texto,label
É #FAKE que Gleisi Hoffmann afirmou no Twitter que caminhoneiros devem fazer greve para 'mostrar para Bolsonaro a força que eles têm', Fato ou Fake ,Há 3 anos, 27/03/2019 ," Por Gisele Barros, O Globo ",Print de post no Twitter atribuído à presidente do PT é uma montagem; imagem foi sobreposta ao tuíte original feito por Gleisi.," Uma imagem que circula nas redes sociais mostra uma postagem atribuída à deputada federal Gleisi Hoffmann (PT-PR) no Twitter na qual ela apoia a realização de uma greve de caminhoneiros para ""mostrar a Bolsonaro a força que eles têm"". A publicação é #FAKE. Trata-se de uma montagem. Uma imagem foi sobreposta ao tuíte original feito por Gleisi no último dia 20. "," É possível perceber na reprodução que parte da letra ""g"" no nome de usuário da deputada está cortada e o mesmo ocorre na palavra ""dia"" e na data escrita na postagem. Além disso, o número de curtidas que aparece no print é muito próximo ao registrado na publicação original que a deputada fez no dia 20, na qual não há qualquer menção a uma possível paralisação de motoristas de transportes de carga. ",1
É #FAKE que vídeo mostra queda e explosão de Boeing 737 próximo a ônibus na Etiópia, Fato ou Fake ,Há 3 anos, 18/03/2019 , Por G1 ,"Vídeo que circula em redes sociais é, na verdade, de um avião cargueiro que caiu no Afeganistão em 2013."," Circula pelas redes sociais um vídeo que mostra a queda e a explosão de um avião, acompanhado de uma legenda que apresenta o acidente como a queda do Boeing 737 Max na Etiópia. A mensagem é #FAKE. ", A mensagem falsa passou a circular após a notícia ,1
É #FAKE que Rodrigo Maia ocupa ilegalmente a presidência da Câmara, Fato ou Fake ,Há 3 anos, 27/03/2019 ," Por Marlen Couto, O Globo ","Embora tenha nascido no Chile, deputado foi registrado no Consulado do Brasil e tem nacionalidade brasileira.", Circula pelas redes sociais um cartaz que diz que Rodrigo Maia não pode ser presidente da Câmara dos Deputados porque nasceu no Chile e não é brasileiro nato. A mensagem é #FAKE. , Não é a primeira vez que a mensagem viraliza nas redes. ,1
É #FAKE que procurador-geral dos EUA disse que Lava Jato foi criada para atender aos interesses do país, Fato ou Fake ,Há 3 anos, 29/03/2019 ," Por Gisele Barros, Extra ",Homem em vídeo que circula na web não é William Barr (o atual procurador-geral) nem Jeff Sessions (que ocupava o cargo em 2017). Falas em legenda também são falsas.," Circula nas redes sociais um vídeo em que um homem, identificado como procurador-geral dos Estados Unidos, fala sobre a Operação Lava Jato. Na descrição, são atribuídas a ele as falas de que a ""Lava Jato foi criada para atender aos interesses dos EUA"" e que a cooperação entre os setores de investigação dos dois países é feita de forma ""clandestina"". Todo o conteúdo da publicação é #FAKE. "," Quem aparece no vídeo não é o procurador-geral dos Estados Unidos, mas sim o procurador-geral assistente em exercício do Departamento de Justiça americano, Kenneth Blanco. O evento no qual Blanco fez o discurso foi realizado em julho de 2017 e se chamava ""Lições do Brasil: crise, corrupção e cooperação global"". O então procurador-geral da República, Rodrigo Janot, participou do encontro. ",1
É #FAKE que Guaidó e Bolsonaro discutiram no Twitter sobre autoproclamação de presidente, Fato ou Fake ,Há 3 anos, 13/03/2019 , Por O Globo ,Imagem que circula nas redes mostra publicações que não foram feitas pelos políticos.," Circula nas redes sociais a reprodução de publicações no Twitter envolvendo o presidente Jair Bolsonaro e líder da oposição e autoproclamado presidente interino da Venezuela, Juan Guaidó. No print, o político venezuelano critica Bolsonaro por ter feito um post alfinetando o fato de alguém definir a si mesmo com chefe do Poder Executivo de um país. Apesar da repercussão, a publicação é #FAKE. "," A imagem mostra Bolsonaro como autor da frase: ""Se autoproclamar presidente é fácil, quero ver governar. Boa noite a todos!"", enquanto Guaidó responde ao presidente dizendo que ""um chefe de estado não exerce a democracia pelo Twitter"". ",1
É #FAKE que Obama já recitou poema divulgado por Onyx em rede social, Fato ou Fake ,Há 3 anos, 08/03/2019 ," Por Marcelo Parreira, TV Globo ","Versos citados por Onyx Lorenzoni são de veterano de guerra americano, mas não foram citados pelo ex-presidente. Autor diz que nunca teve conhecimento de uso de seu poema por Obama."," O ministro da Casa Civil, Onyx Lorenzoni (DEM), publicou em uma de suas redes sociais frases"," Na tarde desta sexta-feira (8), o ministro postou: """,1
É #FAKE que juiz mandou soltar homem que espancou paisagista por falta de provas, Fato ou Fake ,Há 3 anos, 27/02/2019 , Por G1 ,Publicação com conteúdo falso circula nas redes sociais. Tribunal de Justiça confirma que suspeito continua preso preventivamente. ," Circula pelas redes sociais uma publicação com a foto da paisagista Elaine Caparroz, "," O Tribunal de Justiça do Rio de Janeiro diz que Vinicius Batista Serra segue preso preventivamente. A informação foi, inclusive, publicada no site do TJ na terça-feira (26), ",1
É #FAKE que doença do beijo não tem cura e é provocada por bactéria que come carne humana, Fato ou Fake ,Há 3 anos, 27/02/2019 ," Por Roney Domingos, G1 ",Mensagem que circula em redes sociais dissemina conteúdo falso sobre doença comum no carnaval. Especialistas veem exagero e alarmismo às vésperas do carnaval.," Circula pelas redes sociais uma mensagem que diz que a doença do beijo, comum no carnaval, não tem cura e é provocada por uma bactéria que come carne humana. A mensagem é #FAKE. "," A doença do beijo não é provocada por bactéria, mas por um vírus. E, portanto, não há tal bactéria comedora de carne. É o que dizem a mestre e doutora em microbiologia Rosana Siqueira, professora de Microbiologia da Unimetrocamp Wyden nos cursos da área da Saúde, e a infectologista Vânia Noronha, doutora em Medicina Tropical pela FioCruz e professora da Universidade do Estado do Pará. ",1
É #FAKE que homem que fez papel de diabo em desfile da Gaviões da Fiel morreu carbonizado, Fato ou Fake ,Há 3 anos, 06/03/2019 , Por G1 ,Mensagem falsa circula após desfile da escola de samba de SP. Integrante e coreógrafo têm sofrido ameaças e explicam que ideia não era causar polêmica., Circula pelas redes sociais a informação de que o homem que fez o papel de diabo no desfile da Gaviões da Fiel morreu carbonizado. A mensagem é #FAKE. ," O coreógrafo da Gaviões, Edgar Júnior, diz que o integrante da escola que interpretou o diabo está vivo e bem. A equipe do",1
É #FAKE que Xuxa e Bolsonaro discutiram no Twitter após críticas do presidente ao carnaval de rua, Fato ou Fake ,Há 3 anos, 06/03/2019 , Por O Globo ,Perfis oficiais não publicaram mensagens que aparecem na imagem compartilhada nas redes.," Circula nas redes sociais uma imagem de uma suposta troca de alfinetadas entre a apresentadora Xuxa Meneghel e o presidente Jair Bolsonaro. A mensagem dá a entender que o conflito ocorreu após Bolsonaro divulgar um vídeo de um ato pornográfico ocorrido em um bloco em São Paulo, conhecido como “golden shower”, para criticar o carnaval de rua. A mensagem, porém, é #FAKE. "," O presidente tem sofrido duras críticas ao redor do mundo por compartilhar o vídeo em seu perfil e, de acordo com a imagem, Xuxa se uniu ao coro. A imagem diz que às 10h44 desta Quarta-feira de Cinzas a apresentadora tuitou: “Que mérito tem um governo que publica golden shower nas redes sociais, com crianças podendo acessar esse tipo de conteúdo?” Não é verdade. ",1
É #FAKE que há abono salarial para todos que trabalharam de 1995 a 2018 e que quem não sacá-lo perde o valor com a reforma da Previdência, Fato ou Fake ,Há 3 anos, 28/02/2019 , Por G1 ,Mensagem que circula em redes sociais tem informações erradas e induz leitor a clicar em links falsos.," Circula pelas redes sociais uma mensagem que diz que ""acabou de ser anunciado no programa ""A Voz do Brasil"" que quem trabalhou entre 1995 a 2018 com carteira assinada tem direito a um abono de R$ 1.023"". O texto diz ainda que ""quem não sacar até 12/03/2019 perde este abono com a nova reforma da Previdência."" A mensagem é #FAKE. "," Pior: no fim, ela sugere que o leitor verifique se tem direito ao saque. E o link direciona o usuário para uma suposta propaganda de cartão de crédito. ",1
"É #FAKE que Bruno Maranhão, apontado como líder do MST, foi preso com avião cheio de drogas", Fato ou Fake ,Há 3 anos, 11/03/2019 , Por G1 ,"Bruno Maranhão morreu em 2014; vídeo da apreensão de drogas foi feito em 2018. Além disso, ele não era líder do MST, e sim do MLST. "," Circula pelas redes sociais uma mensagem que diz que ""Bruno Maranhão, um dos líderes fortes do MST, foi preso com um avião carregado de drogas, armas e grana"". A mensagem é #FAKE. ", O vídeo veiculado com a mensagem falsa ,1
É #FAKE que presidente da OAB aparece em foto ao lado de Battisti, Fato ou Fake ,Há 3 anos, 13/02/2019 ," Por Gisele Barros e Roney Domingos, O Globo e G1 ","Homem apontado como Felipe Santa Cruz é na verdade, André Vitral, que foi diretor de comunicação da UNE."," Circula pelas redes sociais uma imagem de um grupo de pessoas ao lado de Cesare Battisti com uma legenda que diz que o homem de camisa preta atrás do italiano é o novo presidente da Ordem dos Advogados do Brasil (OAB), Felipe Santa Cruz. A mensagem é #FAKE. "," O homem de camisa preta atrás de Battisti é, na verdade, André Vitral, que já foi diretor de comunicação da UNE (União Nacional dos Estudantes). O próprio André Vitral, na data da foto, fez um post no Twitter revelando que esteve ao lado de Battisti. A postagem foi feita no dia 17 de novembro de 2009, quando ocupava o cargo na entidade estudantil. ",1
É #FAKE que foto postada pelo chanceler Ernesto Araújo mostra protesto pró-Guaidó na Venezuela, Fato ou Fake ,Há 3 anos, 01/02/2019 , Por G1 ,"Imagem é de passeata de abril de 2017. Ministro afirma, na postagem, que 'extraordinário movimento pela redemocratização está se avolumando'."," Ministro das Relações Exteriores de Jair Bolsonaro, Ernesto Araújo postou em suas redes sociais uma foto de um protesto na Venezuela. No tuíte, o chanceler escreve: “O extraordinário movimento pela redemocratização da Venezuela está se avolumando sob a presidência de Juan Guaidó”, com a imagem em destaque. É #FAKE. "," O registro não foi feito em 2019, como sugere o chanceler. A foto, na verdade, foi tirada de um vídeo de outro protesto contra Nicolás Maduro, de abril de 2017, também na Venezuela – dois anos antes da recondução de Maduro ao poder, depois de contestada reeleição. ",1
"É #FAKE que foto mostra Lula bêbado em fórum em Davos, na Suíça", Fato ou Fake ,Há 3 anos, 28/01/2019 , Por G1 ,"Texto falso tem sido compartilhado nas redes sociais e em aplicativos de mensagem. Foto não mostra ex-presidente em Davos, mas sim em cerimônia em Brasília."," Circula nas redes sociais uma foto em que Lula faz gestos com as mãos, imitando um binóculo, e está sentado ao lado da ex-presidente Dilma Rousseff. O texto que acompanha a imagem diz que Lula está ""bêbado e mijado"" e que precisou ser retirado ""discretamente"" do fórum em Davos, na Suíça. A mensagem, porém, é #FAKE. "," O registro, na verdade, não foi feito em Davos, na Suíça, em 2003, como afirma o texto falso. A foto, na verdade, é de fevereiro de 2009 e foi tirada em Brasília. Na ocasião, Lula e Dilma estavam numa cerimônia para a entrega de prêmios. Na foto original, também é possível ver Marisa Letícia, então mulher de Lula, no canto esquerdo. ",1
Veja o que é #FATO ou #FAKE sobre o desastre em Brumadinho, Fato ou Fake ,Há 3 anos, 22/08/2019 ," Por Letícia Lopes, O Globo e G1 ",Mensagem sobre suposto ataque terrorista e vídeos fora de contexto têm viralizado nas redes sociais. Polícia Militar de Minas Gerais já fez alerta sobre boatos.," Em meio ao drama do resgate das vítimas após o rompimento de uma barragem de rejeitos de minério da Vale em Brumadinho, na região metropolitana de Belo Horizonte, na última sexta-feira (25), uma série de conteúdos falsos e vídeos e imagens fora de contexto começaram a circular nas redes sociais e aplicativos de mensagens. A equipe do Fato ou Fake verificou o que é verdade e o que é boato sobre o desastre em Minas Gerais. "," O vídeo de um homem compartilhando uma mensagem sobre o que se deve valorizar antes da morte circula nas redes sociais atribuído a Marcio Paulo Barbosa Pena Mascarenhas, dono da Pousada Nova Estância, soterrada após o rompimento da barragem da Vale em Brumadinho. As postagens que acompanham o vídeo dizem que ele foi gravado pouco antes de o empresário morrer. A informação é #FAKE. ",2
